"","id_cliente","nome_cliente","segmento","cidade","estado","pais","mercado","regiao"
"1143","NR-8550","Nick Radford","Consumidor","Jeddah","Makkah","Saudi Arabia","EMEA","EMEA"
"1144","EB-14170","Evan Bailliet","Consumidor","Milan","Lombardy","Italy","EU","South"
"1145","PB-19150","Philip Brown","Consumidor","Buenos Aires","Buenos Aires","Argentina","LATAM","South"
"1146","TP-11130","Theone Pippenger","Consumidor","Gdynia","Pomerania","Poland","EMEA","EMEA"
"1147","KN-6450","Kean Nguyen","Corporativo","Kumasi","Ashanti","Ghana","Africa","Africa"
"1148","RD-9720","Roger Demir","Consumidor","Aswan","Aswan","Egypt","Africa","Africa"
"1149","RS-9870","Roy Skaria","Outros","Johannesburg","Gauteng","South Africa","Africa","Africa"
"1150","EB-3840","Ellis Ballard","Corporativo","Vancouver","British Columbia","Canada","Canada","Canada"
"1151","TC-21475","Tony Chapman","Outros","Columbus","Georgia","United States","US","South"
"1152","BH-1710","Brosina Hoffman","Consumidor","Chelyabinsk","Chelyabinsk","Russia","EMEA","EMEA"
"1153","MH-7620","Matt Hagelstein","Corporativo","Constanta","Constanta","Romania","EMEA","EMEA"
"1154","PT-9090","Pete Takahito","Consumidor","Bingol","Bingol","Turkey","EMEA","EMEA"
"1155","DC-2850","Dan Campbell","Consumidor","Oshawa","Ontario","Canada","Canada","Canada"
"1156","AG-900","Arthur Gainer","Consumidor","Dar es Salaam","Dar Es Salaam","Tanzania","Africa","Africa"
"1157","DC-12850","Dan Campbell","Consumidor","Kwinana","Western Australia","Australia","APAC","Oceania"
"1158","JF-5565","Jill Fjeld","Consumidor","Kinshasa","Kinshasa","Democratic Republic of the Congo","Africa","Africa"
"1159","SR-10740","Steven Roelle","Outros","Sari","Mazandaran","Iran","EMEA","EMEA"
"1160","MK-7905","Michael Kennedy","Corporativo","Gdynia","Pomerania","Poland","EMEA","EMEA"
"1161","JK-5370","Jay Kimmel","Consumidor","Sohag","Suhaj","Egypt","Africa","Africa"
"1162","GM-4680","Greg Matthias","Consumidor","Bishkek","Bishkek","Kyrgyzstan","EMEA","EMEA"
"1163","PC-9000","Pauline Chand","Outros","Thika","Central","Kenya","Africa","Africa"
"1164","DL-3315","Delfina Latchford","Consumidor","Makhachkala","Dagestan","Russia","EMEA","EMEA"
"1165","JL-5235","Janet Lee","Consumidor","Laval","Quebec","Canada","Canada","Canada"
"1166","BB-990","Barry Blumstein","Corporativo","Bur Sudan","Red Sea","Sudan","Africa","Africa"
"1167","RP-9390","Resi Pölking","Consumidor","Dakar","Dakar","Senegal","Africa","Africa"
"1168","ES-4020","Erica Smith","Consumidor","London","Ontario","Canada","Canada","Canada"
"1169","MH-7455","Mark Hamilton","Consumidor","Rybnik","Silesia","Poland","EMEA","EMEA"
"1170","JD-5790","John Dryer","Consumidor","Iringa","Iringa","Tanzania","Africa","Africa"
"1171","DB-3270","Deborah Brumfield","Outros","Annaba","Annaba","Algeria","Africa","Africa"
"1172","PK-9075","Pete Kriz","Consumidor","Istanbul","Istanbul","Turkey","EMEA","EMEA"
"1173","NM-8520","Neoma Murray","Consumidor","Termez","Surxondaryo","Uzbekistan","EMEA","EMEA"
"1174","MO-7500","Mary O'Rourke","Consumidor","Pretoria","Gauteng","South Africa","Africa","Africa"
"1175","SG-10890","Susan Gilcrest","Corporativo","Baku","Baki","Azerbaijan","EMEA","EMEA"
"1176","MF-8250","Monica Federle","Corporativo","Dnipropetrovs'k","Dnipropetrovs'k","Ukraine","EMEA","EMEA"
"1177","JG-5310","Jason Gross","Corporativo","Ulan Bator","Ulaanbaatar","Mongolia","EMEA","EMEA"
"1178","YS-11880","Yana Sorensen","Corporativo","Riyadh","Ar Riyad","Saudi Arabia","EMEA","EMEA"
"1179","FC-4245","Frank Carlisle","Outros","Juba","Central Equatoria","South Sudan","Africa","Africa"
"1180","BW-1110","Bart Watters","Corporativo","Khmel'nyts'kyy","Khmel'nyts'kyy","Ukraine","EMEA","EMEA"
"1181","BS-1590","Brendan Sweed","Corporativo","Zagreb","Grad Zagreb","Croatia","EMEA","EMEA"
"1182","CS-2460","Chuck Sachs","Consumidor","Wad Madani","Gezira","Sudan","Africa","Africa"
"1183","MH-7290","Marc Harrigan","Outros","Antananarivo","Analamanga","Madagascar","Africa","Africa"
"1184","KE-6420","Katrina Edelman","Corporativo","Matola","Maputo","Mozambique","Africa","Africa"
"1185","AJ-780","Anthony Jacobs","Corporativo","Shahriar","Tehran","Iran","EMEA","EMEA"
"1186","MM-7920","Michael Moore","Consumidor","Cairo","Al Qahirah","Egypt","Africa","Africa"
"1187","ML-8265","Muhammed Lee","Consumidor","Libreville","Estuaire","Gabon","Africa","Africa"
"1188","RR-9315","Ralph Ritter","Consumidor","Opole","Opole","Poland","EMEA","EMEA"
"1189","JF-5490","Jeremy Farry","Consumidor","Safi","Doukkala-Abda","Morocco","Africa","Africa"
"1190","AG-765","Anthony Garverick","Outros","Vienna","Vienna","Austria","EMEA","EMEA"
"1191","DS-3030","Darrin Sayre","Outros","Homyel'","Homyel'","Belarus","EMEA","EMEA"
"1192","AH-75","Adam Hart","Corporativo","Port Elizabeth","Eastern Cape","South Africa","Africa","Africa"
"1193","NB-18580","Nicole Brennan","Corporativo","Phnom Penh","Phnom Penh","Cambodia","APAC","Southeast Asia"
"1194","KD-6270","Karen Daniels","Consumidor","Izmir","Izmir","Turkey","EMEA","EMEA"
"1195","MJ-7740","Max Jones","Consumidor","Abidjan","Lagunes","Cote d'Ivoire","Africa","Africa"
"1196","DM-3525","Don Miller","Corporativo","Winnipeg","Manitoba","Canada","Canada","Canada"
"1197","GH-4665","Greg Hansen","Consumidor","Bacau","Bacau","Romania","EMEA","EMEA"
"1198","RM-9675","Robert Marley","Outros","Uskudar","Istanbul","Turkey","EMEA","EMEA"
"1199","TS-11610","Troy Staebel","Consumidor","Zanjan","Zanjan","Iran","EMEA","EMEA"
"1200","PR-8880","Patrick Ryan","Consumidor","Calabar","Cross River","Nigeria","Africa","Africa"
"1201","HP-4815","Harold Pawlan","Outros","Kinshasa","Kinshasa","Democratic Republic of the Congo","Africa","Africa"
"1202","EC-4050","Erin Creighton","Consumidor","Maradi","Maradi","Niger","Africa","Africa"
"1203","BF-1005","Barry Franz","Outros","Niamey","Niamey","Niger","Africa","Africa"
"1204","SC-10050","Sample Company A","Outros","Misratah","Misratah","Libya","Africa","Africa"
"1205","DM-3345","Denise Monton","Corporativo","Mardin","Mardin","Turkey","EMEA","EMEA"
"1206","CD-2280","Christina DeMoss","Consumidor","L'viv","L'viv","Ukraine","EMEA","EMEA"
"1207","BP-1095","Bart Pistole","Corporativo","Al Hillah","Babil","Iraq","EMEA","EMEA"
"1208","TC-11475","Tony Chapman","Outros","Ottawa","Ontario","Canada","Canada","Canada"
"1209","DW-3540","Don Weiss","Consumidor","Taizz","Ta'izz","Yemen","EMEA","EMEA"
"1210","BE-1455","Brad Eason","Outros","Huambo","Huambo","Angola","Africa","Africa"
"1211","AH-195","Alan Haines","Corporativo","Mashhad","Razavi Khorasan","Iran","EMEA","EMEA"
"1212","DO-3645","Doug O'Connell","Consumidor","Calgary","Alberta","Canada","Canada","Canada"
"1213","CA-2055","Cathy Armstrong","Outros","Whitby","Ontario","Canada","Canada","Canada"
"1214","LP-7080","Liz Pelletier","Consumidor","Foumban","Ouest","Cameroon","Africa","Africa"
"1215","BN-1515","Bradley Nguyen","Consumidor","Sanandaj","Kordestan","Iran","EMEA","EMEA"
"1216","NK-8490","Neil Knudson","Outros","Rabat","Rabat-Salé-Zemmour-Zaer","Morocco","Africa","Africa"
"1217","AR-510","Andrew Roberts","Consumidor","Izmir","Izmir","Turkey","EMEA","EMEA"
"1218","VM-11835","Vivian Mathis","Consumidor","Cairo","Al Qahirah","Egypt","Africa","Africa"
"1219","TH-11115","Thea Hudgings","Corporativo","Cape Town","Western Cape","South Africa","Africa","Africa"
"1220","AB-165","Alan Barnes","Consumidor","Hamilton","Ontario","Canada","Canada","Canada"
"1221","LB-6735","Larry Blacks","Consumidor","Ruda Slaska","Silesia","Poland","EMEA","EMEA"
"1222","GA-4515","George Ashbrook","Consumidor","Shkoder","Shkodër","Albania","EMEA","EMEA"
"1223","DJ-3630","Doug Jacobs","Consumidor","Cairo","Al Qahirah","Egypt","Africa","Africa"
"1224","LT-6765","Larry Tron","Consumidor","Durban","Kwazulu-natal","South Africa","Africa","Africa"
"1225","SG-10080","Sandra Glassco","Consumidor","Dar es Salaam","Dar Es Salaam","Tanzania","Africa","Africa"
"1226","TB-11175","Thomas Boland","Corporativo","Shinyanga","Shinyanga","Tanzania","Africa","Africa"
"1227","AP-915","Arthur Prichep","Consumidor","Chisinau","Chisinau","Moldova","EMEA","EMEA"
"1228","ON-8715","Odella Nelson","Corporativo","Batman","Batman","Turkey","EMEA","EMEA"
"1229","SB-10290","Sean Braxton","Corporativo","Medina","Al Madinah","Saudi Arabia","EMEA","EMEA"
"1230","AJ-795","Anthony Johnson","Corporativo","Khartoum","Khartoum","Sudan","Africa","Africa"
"1231","TP-11565","Tracy Poddar","Corporativo","Targu Jiu","Gorj","Romania","EMEA","EMEA"
"1232","ML-8040","Michelle Lonsdale","Corporativo","Abidjan","Lagunes","Cote d'Ivoire","Africa","Africa"
"1233","LC-6870","Lena Cacioppo","Consumidor","Chelyabinsk","Chelyabinsk","Russia","EMEA","EMEA"
"1234","AB-105","Adrian Barton","Consumidor","Vinnytsya","Vinnytsya","Ukraine","EMEA","EMEA"
"1235","AW-840","Anthony Witt","Consumidor","Timisoara","Timis","Romania","EMEA","EMEA"
"1236","JO-5280","Jas O'Carroll","Consumidor","Varna","Varna","Bulgaria","EMEA","EMEA"
"1237","ME-7320","Maria Etezadi","Outros","Casablanca","Grand Casablanca","Morocco","Africa","Africa"
"1238","SW-10455","Shaun Weien","Consumidor","Uvinza","Kigoma","Tanzania","Africa","Africa"
"1239","LP-7095","Liz Preis","Consumidor","Takestan","Qazvin","Iran","EMEA","EMEA"
"1240","DW-3195","David Wiener","Corporativo","Baghdad","Baghdad","Iraq","EMEA","EMEA"
"1241","SC-10770","Stewart Carmichael","Corporativo","Basra","Al Basrah","Iraq","EMEA","EMEA"
"1242","HE-4800","Harold Engle","Corporativo","Bistrita","Bistrita-Nasaud","Romania","EMEA","EMEA"
"1243","DL-3495","Dionis Lloyd","Corporativo","Benin City","Edo","Nigeria","Africa","Africa"
"1244","EJ-4155","Eva Jacobs","Consumidor","Jeddah","Makkah","Saudi Arabia","EMEA","EMEA"
"1245","JH-6180","Justin Hirsh","Consumidor","Dakar","Dakar","Senegal","Africa","Africa"
"1246","DK-3150","David Kendrick","Corporativo","Kherson","Kherson","Ukraine","EMEA","EMEA"
"1247","XP-11865","Xylona Preis","Consumidor","Kirovohrad","Kirovohrad","Ukraine","EMEA","EMEA"
"1248","KT-6480","Kean Thornton","Consumidor","Mahajanga","Boeny","Madagascar","Africa","Africa"
"1249","MB-8085","Mick Brown","Consumidor","Budapest","Budapest","Hungary","EMEA","EMEA"
"1250","AR-345","Alex Russell","Corporativo","Chingola","Copperbelt","Zambia","Africa","Africa"
"1251","BD-1320","Bill Donatelli","Consumidor","Kerman","Kerman","Iran","EMEA","EMEA"
"1252","DP-3165","David Philippe","Consumidor","Man","Dix-Huit Montagnes","Cote d'Ivoire","Africa","Africa"
"1253","KD-6495","Keith Dawkins","Corporativo","Djougou","Donga","Benin","Africa","Africa"
"1254","CK-2595","Clytie Kelty","Consumidor","Hamadan","Hamadan","Iran","EMEA","EMEA"
"1255","SB-10170","Sarah Bern","Consumidor","Batna","Batna","Algeria","Africa","Africa"
"1256","JJ-5760","Joel Jenkins","Outros","Tabuk","Tabuk","Saudi Arabia","EMEA","EMEA"
"1257","GH-4485","Gene Hale","Corporativo","Regina","Saskatchewan","Canada","Canada","Canada"
"1258","DB-3555","Dorothy Badders","Corporativo","Jeddah","Makkah","Saudi Arabia","EMEA","EMEA"
"1259","LB-6795","Laurel Beltran","Outros","Vienna","Vienna","Austria","EMEA","EMEA"
"1260","KT-6465","Kean Takahito","Consumidor","Mykolayiv","Mykolayiv","Ukraine","EMEA","EMEA"
"1261","GA-4725","Guy Armstrong","Consumidor","Wadi as Sir","'Amman","Jordan","EMEA","EMEA"
"1262","DK-3090","Dave Kipp","Consumidor","Ufa","Bashkortostan","Russia","EMEA","EMEA"
"1263","SS-10590","Sonia Sunley","Consumidor","Kumasi","Ashanti","Ghana","Africa","Africa"
"1264","SD-10485","Shirley Daniels","Outros","Sale","Rabat-Salé-Zemmour-Zaer","Morocco","Africa","Africa"
"1265","TS-21085","Thais Sissman","Consumidor","Tegucigalpa","Francisco Morazán","Honduras","LATAM","Central"
"1266","RA-9945","Ryan Akin","Consumidor","Kano","Kano","Nigeria","Africa","Africa"
"1267","JO-5145","Jack O'Briant","Corporativo","Antananarivo","Analamanga","Madagascar","Africa","Africa"
"1268","LW-7215","Luke Weiss","Consumidor","Casablanca","Grand Casablanca","Morocco","Africa","Africa"
"1269","RB-9645","Robert Barroso","Corporativo","Barika","Batna","Algeria","Africa","Africa"
"1270","MV-7485","Mark Van Huff","Consumidor","Ndola","Copperbelt","Zambia","Africa","Africa"
"1271","BW-1200","Ben Wallace","Consumidor","Khartoum","Khartoum","Sudan","Africa","Africa"
"1272","CC-2610","Corey Catlett","Corporativo","Myslowice","Silesia","Poland","EMEA","EMEA"
"1273","BD-1560","Brendan Dodson","Outros","Prague","Prague","Czech Republic","EMEA","EMEA"
"1274","CS-2505","Cindy Stewart","Consumidor","Quelimane","Zambezia","Mozambique","Africa","Africa"
"1275","VT-11700","Valerie Takahito","Outros","Burgas","Burgas","Bulgaria","EMEA","EMEA"
"1276","MC-7845","Michael Chen","Consumidor","Katowice","Silesia","Poland","EMEA","EMEA"
"1277","KH-6690","Kristen Hastings","Corporativo","Kharkiv","Kharkiv","Ukraine","EMEA","EMEA"
"1278","VS-11820","Vivek Sundaresam","Consumidor","Zlatoust","Chelyabinsk","Russia","EMEA","EMEA"
"1279","NF-8475","Neil Französisch","Outros","Bissau","Bissau","Guinea-Bissau","Africa","Africa"
"1280","TB-11190","Thomas Brumley","Outros","Baghdad","Baghdad","Iraq","EMEA","EMEA"
"1281","TS-11205","Thomas Seio","Corporativo","Ndola","Copperbelt","Zambia","Africa","Africa"
"1282","TD-10995","Tamara Dahlen","Consumidor","Izmir","Izmir","Turkey","EMEA","EMEA"
"1283","EB-3750","Edward Becker","Corporativo","Sarajevo","Federation of Bosnia and Herzegovina","Bosnia and Herzegovina","EMEA","EMEA"
"1284","AH-690","Anna Häberlin","Corporativo","Cairo","Al Qahirah","Egypt","Africa","Africa"
"1285","TB-11280","Toby Braunhardt","Consumidor","Bamako","Bamako","Mali","Africa","Africa"
"1286","AM-705","Anne McFarland","Consumidor","Mazyr","Homyel'","Belarus","EMEA","EMEA"
"1287","BD-1620","Brian DeCherney","Consumidor","Arbil","Arbil","Iraq","EMEA","EMEA"
"1288","KF-6285","Karen Ferguson","Outros","Bursa","Bursa","Turkey","EMEA","EMEA"
"1289","BE-1335","Bill Eplett","Outros","Bouake","Vallee Du Bandama","Cote d'Ivoire","Africa","Africa"
"1290","HA-4905","Helen Abelman","Consumidor","Hamadan","Hamadan","Iran","EMEA","EMEA"
"1291","ND-8370","Natalie DeCherney","Consumidor","Timisoara","Timis","Romania","EMEA","EMEA"
"1292","AA-645","Anna Andreadi","Consumidor","Algiers","Alger","Algeria","Africa","Africa"
"1293","CC-2430","Chuck Clark","Outros","Quchan","Razavi Khorasan","Iran","EMEA","EMEA"
"1294","PL-8925","Paul Lucas","Outros","Ahvaz","Khuzestan","Iran","EMEA","EMEA"
"1295","SO-10335","Sean O'Donnell","Consumidor","Baghdad","Baghdad","Iraq","EMEA","EMEA"
"1296","AY-555","Andy Yotov","Corporativo","Cairo","Al Qahirah","Egypt","Africa","Africa"
"1297","JB-6000","Joy Bell-","Consumidor","Mecca","Makkah","Saudi Arabia","EMEA","EMEA"
"1298","SN-10560","Skye Norling","Outros","Toronto","Ontario","Canada","Canada","Canada"
"1299","AH-465","Amy Hunt","Consumidor","Stellenbosch","Western Cape","South Africa","Africa","Africa"
"1300","HW-4935","Helen Wasserman","Corporativo","Hrodna","Hrodna","Belarus","EMEA","EMEA"
"1301","MC-7425","Mark Cousins","Corporativo","Enugu","Enugu","Nigeria","Africa","Africa"
"1302","BT-1680","Brian Thompson","Consumidor","Idfu","Aswan","Egypt","Africa","Africa"
"1303","MG-7650","Matthew Grinstein","Outros","Roodepoort","Gauteng","South Africa","Africa","Africa"
"1304","CB-2415","Christy Brittain","Consumidor","Baghdad","Baghdad","Iraq","EMEA","EMEA"
"1305","CK-2760","Cyma Kinney","Corporativo","Thies Nones","Thies","Senegal","Africa","Africa"
"1306","AG-330","Alex Grayson","Consumidor","Kassala","Kassala","Sudan","Africa","Africa"
"1307","MK-8160","Mike Kennedy","Consumidor","Cairo","Al Qahirah","Egypt","Africa","Africa"
"1308","NC-8625","Noah Childs","Corporativo","Nzerekore","Nzérékoré","Guinea","Africa","Africa"
"1309","MO-7950","Michael Oakman","Consumidor","Fes","Fès-Boulemane","Morocco","Africa","Africa"
"1310","HF-4995","Herbert Flentye","Consumidor","Diyarbakir","Diyarbakir","Turkey","EMEA","EMEA"
"1311","SJ-10215","Sarah Jordon","Consumidor","K'ut'aisi","Imereti","Georgia","EMEA","EMEA"
"1312","AO-810","Anthony O'Donnell","Corporativo","North York","Ontario","Canada","Canada","Canada"
"1313","RM-9375","Raymond Messe","Consumidor","Vratsa","Vratsa","Bulgaria","EMEA","EMEA"
"1314","MM-8055","Michelle Moray","Consumidor","Makhachkala","Dagestan","Russia","EMEA","EMEA"
"1315","DN-3690","Duane Noonan","Consumidor","Richmond Hill","Ontario","Canada","Canada","Canada"
"1316","EB-3930","Eric Barreto","Consumidor","Kryvyy Rih","Dnipropetrovs'k","Ukraine","EMEA","EMEA"
"1317","NH-8610","Nicole Hansen","Corporativo","North York","Ontario","Canada","Canada","Canada"
"1318","EL-3735","Ed Ludwig","Outros","Namangan","Namangan","Uzbekistan","EMEA","EMEA"
"1319","PS-8760","Pamela Stobb","Consumidor","Kikwit","Bandundu","Democratic Republic of the Congo","Africa","Africa"
"1320","ST-10530","Shui Tom","Consumidor","Cairo","Al Qahirah","Egypt","Africa","Africa"
"1321","RH-9510","Rick Huthwaite","Outros","Amman","'Amman","Jordan","EMEA","EMEA"
"1322","BD-1605","Brian Dahlen","Consumidor","Holon","Tel Aviv","Israel","EMEA","EMEA"
"1323","SC-10440","Shaun Chance","Corporativo","Alexandria","Al Iskandariyah","Egypt","Africa","Africa"
"1324","CG-2040","Catherine Glotzbach","Outros","Kartal","Istanbul","Turkey","EMEA","EMEA"
"1325","TG-11310","Toby Gnade","Consumidor","Bishkek","Bishkek","Kyrgyzstan","EMEA","EMEA"
"1326","FO-4305","Frank Olsen","Consumidor","Chelyabinsk","Chelyabinsk","Russia","EMEA","EMEA"
"1327","CS-1950","Carlos Soltero","Consumidor","Tanga","Tanga","Tanzania","Africa","Africa"
"1328","LE-6810","Laurel Elliston","Consumidor","Riyadh","Ar Riyad","Saudi Arabia","EMEA","EMEA"
"1329","DR-2880","Dan Reichenbach","Corporativo","Baku","Baki","Azerbaijan","EMEA","EMEA"
"1330","JR-5700","Jocasta Rupert","Consumidor","Kinshasa","Kinshasa","Democratic Republic of the Congo","Africa","Africa"
"1331","MS-7710","Maurice Satty","Consumidor","Baghdad","Baghdad","Iraq","EMEA","EMEA"
"1332","PM-8940","Paul MacIntyre","Consumidor","Rabat","Rabat-Salé-Zemmour-Zaer","Morocco","Africa","Africa"
"1333","AZ-750","Annie Zypern","Consumidor","Nampula","Nampula","Mozambique","Africa","Africa"
"1334","AA-375","Allen Armold","Consumidor","Livingstone","Southern","Zambia","Africa","Africa"
"1335","FM-4290","Frank Merwin","Outros","Gdansk","Pomerania","Poland","EMEA","EMEA"
"1336","CR-2820","Cyra Reiten","Outros","Constantine","Constantine","Algeria","Africa","Africa"
"1337","VB-11745","Victoria Brennan","Corporativo","Loubomo","Niari","Republic of the Congo","Africa","Africa"
"1338","RH-19600","Rob Haberlin","Consumidor","Carol Stream","Illinois","United States","US","Central"
"1339","KH-6330","Katharine Harms","Corporativo","Kharkiv","Kharkiv","Ukraine","EMEA","EMEA"
"1340","ME-7725","Max Engle","Consumidor","Osh","Osh","Kyrgyzstan","EMEA","EMEA"
"1341","FA-4230","Frank Atkinson","Corporativo","Donets'k","Donetsk","Ukraine","EMEA","EMEA"
"1342","GM-4455","Gary Mitchum","Outros","Sincan","Ankara","Turkey","EMEA","EMEA"
"1343","KH-6510","Keith Herrera","Consumidor","Johannesburg","Gauteng","South Africa","Africa","Africa"
"1344","CD-2790","Cynthia Delaney","Outros","Port Elizabeth","Eastern Cape","South Africa","Africa","Africa"
"1345","NB-8580","Nicole Brennan","Corporativo","Montréal","Quebec","Canada","Canada","Canada"
"1346","CS-2250","Chris Selesnick","Corporativo","Benghazi","Banghazi","Libya","Africa","Africa"
"1347","SP-10920","Susan Pistek","Consumidor","Angarsk","Irkutsk","Russia","EMEA","EMEA"
"1348","TH-11100","Thea Hendricks","Consumidor","Sofia","Sofiya-Grad","Bulgaria","EMEA","EMEA"
"1349","DC-3285","Debra Catini","Consumidor","Tamale","Northern","Ghana","Africa","Africa"
"1350","CM-2655","Corinna Mitchell","Outros","Plovdiv","Plovdiv","Bulgaria","EMEA","EMEA"
"1351","RF-9735","Roland Fjeld","Consumidor","Ahvaz","Khuzestan","Iran","EMEA","EMEA"
"1352","LH-6750","Larry Hughes","Consumidor","Kinshasa","Kinshasa","Democratic Republic of the Congo","Africa","Africa"
"1353","JM-5265","Janet Molinari","Corporativo","Vancouver","British Columbia","Canada","Canada","Canada"
"1354","CS-1845","Cari Sayre","Corporativo","Esenyurt","Istanbul","Turkey","EMEA","EMEA"
"1355","CS-1860","Cari Schnelling","Consumidor","Plovdiv","Plovdiv","Bulgaria","EMEA","EMEA"
"1356","BT-1485","Brad Thomas","Outros","Riyadh","Ar Riyad","Saudi Arabia","EMEA","EMEA"
"1357","KB-6240","Karen Bern","Corporativo","Moshi","Kilimanjaro","Tanzania","Africa","Africa"
"1358","KB-6600","Ken Brennan","Corporativo","Poltava","Poltava","Ukraine","EMEA","EMEA"
"1359","LS-7230","Lycoris Saunders","Consumidor","Niamey","Niamey","Niger","Africa","Africa"
"1360","MS-7365","Maribeth Schnelling","Consumidor","Kinshasa","Kinshasa","Democratic Republic of the Congo","Africa","Africa"
"1361","BG-1740","Bruce Geld","Consumidor","Istanbul","Istanbul","Turkey","EMEA","EMEA"
"1362","HJ-4875","Heather Jas","Outros","Jeddah","Makkah","Saudi Arabia","EMEA","EMEA"
"1363","LR-6915","Lena Radford","Consumidor","Turgutlu","Manisa","Turkey","EMEA","EMEA"
"1364","JW-6075","Julia West","Consumidor","Marrakech","Marrakech-Tensift-El Haouz","Morocco","Africa","Africa"
"1365","DJ-3420","Denny Joy","Corporativo","Kinshasa","Kinshasa","Democratic Republic of the Congo","Africa","Africa"
"1366","SP-10650","Stephanie Phelps","Corporativo","Shiraz","Fars","Iran","EMEA","EMEA"
"1367","VM-21835","Vivian Mathis","Consumidor","Friedberg","Hesse","Germany","EU","Central"
"1368","CM-1815","Candace McMahon","Corporativo","Mwanza","Mwanza","Tanzania","Africa","Africa"
"1369","MH-8025","Michelle Huthwaite","Consumidor","Korhogo","Savanes","Cote d'Ivoire","Africa","Africa"
"1370","RD-9480","Rick Duston","Consumidor","Meknes","Meknès-Tafilalet","Morocco","Africa","Africa"
"1371","PW-9030","Pauline Webber","Corporativo","Osh","Osh","Kyrgyzstan","EMEA","EMEA"
"1372","EB-4170","Evan Bailliet","Consumidor","Rabat","Rabat-Salé-Zemmour-Zaer","Morocco","Africa","Africa"
"1373","SM-10950","Suzanne McNair","Corporativo","Amol","Mazandaran","Iran","EMEA","EMEA"
"1374","NP-8325","Naresj Patel","Consumidor","Zabol","Sistan Va Baluchestan","Iran","EMEA","EMEA"
"1375","MP-8175","Mike Pelletier","Outros","Port Elizabeth","Eastern Cape","South Africa","Africa","Africa"
"1376","CM-2160","Charles McCrossin","Consumidor","Cairo","Al Qahirah","Egypt","Africa","Africa"
"1377","NP-8700","Nora Preis","Consumidor","Istanbul","Istanbul","Turkey","EMEA","EMEA"
"1378","BP-1185","Ben Peterman","Corporativo","Malatya","Malatya","Turkey","EMEA","EMEA"
"1379","SW-10755","Steven Ward","Corporativo","Abidjan","Lagunes","Cote d'Ivoire","Africa","Africa"
"1380","AC-450","Amy Cox","Consumidor","Newcastle","Kwazulu-natal","South Africa","Africa","Africa"
"1381","SE-10110","Sanjit Engle","Consumidor","Mbuji-mayi","Kasai-Oriental","Democratic Republic of the Congo","Africa","Africa"
"1382","BS-1365","Bill Shonely","Corporativo","Accra","Greater Accra","Ghana","Africa","Africa"
"1383","RM-9750","Roland Murray","Consumidor","Warsaw","Masovia","Poland","EMEA","EMEA"
"1384","BT-1395","Bill Tyler","Corporativo","Chitungwiza","Harare","Zimbabwe","Africa","Africa"
"1385","BP-1155","Becky Pak","Consumidor","Edmonton","Alberta","Canada","Canada","Canada"
"1386","GT-4635","Grant Thornton","Corporativo","Benghazi","Banghazi","Libya","Africa","Africa"
"1387","CM-1935","Carlos Meador","Consumidor","Lusaka","Lusaka","Zambia","Africa","Africa"
"1388","RE-9405","Ricardo Emerson","Consumidor","Ardabil","Ardabil","Iran","EMEA","EMEA"
"1389","KS-6300","Karen Seio","Corporativo","Khorramabad","Lorestan","Iran","EMEA","EMEA"
"1390","TS-11160","Theresa Swint","Corporativo","Accra","Greater Accra","Ghana","Africa","Africa"
"1391","ML-7395","Marina Lichtenstein","Corporativo","Vlore","Vlorë","Albania","EMEA","EMEA"
"1392","BF-1170","Ben Ferrer","Outros","Ndola","Copperbelt","Zambia","Africa","Africa"
"1393","NS-8640","Noel Staavos","Corporativo","Sanandaj","Kordestan","Iran","EMEA","EMEA"
"1394","RB-9570","Rob Beeghly","Consumidor","Algiers","Alger","Algeria","Africa","Africa"
"1395","FM-4380","Fred McMath","Consumidor","Kokshetau","Aqmola","Kazakhstan","EMEA","EMEA"
"1396","AG-300","Aleksandra Gannaway","Corporativo","Lagos","Lagos","Nigeria","Africa","Africa"
"1397","SW-10350","Sean Wendt","Outros","Baghdad","Baghdad","Iraq","EMEA","EMEA"
"1398","JR-6210","Justin Ritter","Corporativo","Kinshasa","Kinshasa","Democratic Republic of the Congo","Africa","Africa"
"1399","MD-7350","Maribeth Dona","Consumidor","Kigali","Kigali","Rwanda","Africa","Africa"
"1400","ML-7755","Max Ludwig","Outros","Soweto","Gauteng","South Africa","Africa","Africa"
"1401","HA-4920","Helen Andreada","Consumidor","Jerusalem","Jerusalem","Israel","EMEA","EMEA"
"1402","AS-45","Aaron Smayling","Corporativo","Cape Town","Western Cape","South Africa","Africa","Africa"
"1403","BF-1215","Benjamin Farhat","Outros","Bulawayo","Bulawayo","Zimbabwe","Africa","Africa"
"1404","LH-6900","Lena Hernandez","Consumidor","Luanda","Luanda","Angola","Africa","Africa"
"1405","DP-3390","Dennis Pardue","Outros","Johannesburg","Gauteng","South Africa","Africa","Africa"
"1406","DH-3075","Dave Hallsten","Corporativo","Mombasa","Coast","Kenya","Africa","Africa"
"1407","HM-4860","Harry Marie","Corporativo","Oradea","Bihor","Romania","EMEA","EMEA"
"1408","SB-10185","Sarah Brown","Consumidor","Safi","Doukkala-Abda","Morocco","Africa","Africa"
"1409","RF-9840","Roy Französisch","Consumidor","Qarshi","Qashqadaryo","Uzbekistan","EMEA","EMEA"
"1410","SV-10935","Susan Vittorini","Consumidor","Tangerang","Jawa Barat","Indonesia","APAC","Southeast Asia"
